Articulo,Factura,Nro,Fecha,SubTotal,Total,Estado,id_producto,Cantidad,PrecioUnitario,Precio,Comentario,Contacto,Cuenta,Edad,Usuario
"Ebroderm Piel Seca","Pedido de Cliente 6",SO123,"2013-02-03 14:58:47",2828.000,3450.160,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 6",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 6",SO123,"2013-02-03 14:58:47",2828.000,3450.160,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 6",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 6",SO123,"2013-02-03 14:58:47",2828.000,3450.160,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 6",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 8",SO124,"2013-07-03 13:52:47",1297.000,1582.340,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 8",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 8",SO124,"2013-07-03 13:52:47",1297.000,1582.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 8",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 8",SO124,"2013-07-03 13:52:47",1297.000,1582.340,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 8",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 15",SO125,"2013-05-11 13:58:30",180.000,219.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 15",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 4",SO126,"2013-04-17 17:47:23",1580.000,1927.600,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 4",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 4",SO126,"2013-04-17 17:47:23",1580.000,1927.600,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 4",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 4",SO126,"2013-04-17 17:47:23",1580.000,1927.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 4",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 4",SO126,"2013-04-17 17:47:23",1580.000,1927.600,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 4",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 18",SO127,"2013-06-28 12:04:00",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 18",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 15",SO128,"2013-01-30 21:00:46",1740.000,2122.800,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 15",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 15",SO128,"2013-01-30 21:00:46",1740.000,2122.800,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 15",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 15",SO128,"2013-01-30 21:00:46",1740.000,2122.800,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 15",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 15",SO128,"2013-01-30 21:00:46",1740.000,2122.800,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 15",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 15",SO128,"2013-01-30 21:00:46",1740.000,2122.800,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 15",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 3",SO129,"2012-11-24 15:31:07",1180.000,1439.600,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 3",32,"uno Visitador"
Ebroset,"Pedido de Cliente 3",SO129,"2012-11-24 15:31:07",1180.000,1439.600,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 3",32,"uno Visitador"
Ebroset,"Pedido de Cliente 10",SO130,"2013-05-02 10:16:25",2540.000,3098.800,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 10",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 10",SO130,"2013-05-02 10:16:25",2540.000,3098.800,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 10",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 10",SO130,"2013-05-02 10:16:25",2540.000,3098.800,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 10",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 10",SO130,"2013-05-02 10:16:25",2540.000,3098.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 10",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 10",SO130,"2013-05-02 10:16:25",2540.000,3098.800,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 10",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 4",SO131,"2012-08-17 11:13:55",2131.000,2599.820,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 4",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 4",SO131,"2012-08-17 11:13:55",2131.000,2599.820,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 4",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 18",SO132,"2012-08-31 12:42:39",780.000,951.600,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 18",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 18",SO132,"2012-08-31 12:42:39",780.000,951.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 18",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 16",SO135,"2013-01-05 12:45:09",180.000,219.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 16",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 20",SO136,"2013-01-29 11:50:09",3091.000,3771.020,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 20",32,"uno Visitador"
Alufren,"Pedido de Cliente 20",SO136,"2013-01-29 11:50:09",3091.000,3771.020,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 20",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 20",SO136,"2013-01-29 11:50:09",3091.000,3771.020,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 20",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 20",SO136,"2013-01-29 11:50:09",3091.000,3771.020,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 20",32,"uno Visitador"
Contractubex,"Pedido de Cliente 20",SO136,"2013-01-29 11:50:09",3091.000,3771.020,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 20",32,"uno Visitador"
Ebroset,"Pedido de Cliente 20",SO137,"2013-06-27 13:21:56",3594.000,4384.680,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 20",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 20",SO137,"2013-06-27 13:21:56",3594.000,4384.680,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 20",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 20",SO137,"2013-06-27 13:21:56",3594.000,4384.680,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 20",32,"uno Visitador"
Pantogar,"Pedido de Cliente 20",SO137,"2013-06-27 13:21:56",3594.000,4384.680,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 20",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 20",SO137,"2013-06-27 13:21:56",3594.000,4384.680,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 20",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 5",SO138,"2012-11-15 17:06:31",5599.000,6830.780,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 5",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 5",SO138,"2012-11-15 17:06:31",5599.000,6830.780,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 5",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 5",SO138,"2012-11-15 17:06:31",5599.000,6830.780,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 5",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 5",SO138,"2012-11-15 17:06:31",5599.000,6830.780,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 5",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 5",SO138,"2012-11-15 17:06:31",5599.000,6830.780,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 5",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 15",SO140,"2012-09-24 17:32:51",3060.000,3733.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 15",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 15",SO140,"2012-09-24 17:32:51",3060.000,3733.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 15",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 15",SO140,"2012-09-24 17:32:51",3060.000,3733.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 15",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 15",SO140,"2012-09-24 17:32:51",3060.000,3733.200,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 15",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 15",SO140,"2012-09-24 17:32:51",3060.000,3733.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 15",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 15",SO143,"2012-10-13 17:31:21",1000.000,1220.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 15",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 12",SO144,"2012-12-01 14:48:32",2594.000,3164.680,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 12",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 12",SO144,"2012-12-01 14:48:32",2594.000,3164.680,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 12",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 12",SO144,"2012-12-01 14:48:32",2594.000,3164.680,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 12",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 12",SO144,"2012-12-01 14:48:32",2594.000,3164.680,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 12",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 9",SO145,"2013-06-02 15:59:59",1414.000,1725.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 9",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 9",SO145,"2013-06-02 15:59:59",1414.000,1725.080,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 9",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 10",SO146,"2013-02-12 19:38:12",897.000,1094.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 10",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 14",SO148,"2013-05-15 15:08:39",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 14",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 11",SO149,"2013-04-09 11:08:50",3311.000,4039.420,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 11",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 11",SO149,"2013-04-09 11:08:50",3311.000,4039.420,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 11",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 11",SO149,"2013-04-09 11:08:50",3311.000,4039.420,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 11",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 11",SO149,"2013-04-09 11:08:50",3311.000,4039.420,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 11",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 6",SO150,"2013-02-15 21:04:28",897.000,1094.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 6",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 17",SO151,"2013-06-17 17:51:14",2077.000,2533.940,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 17",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 17",SO151,"2013-06-17 17:51:14",2077.000,2533.940,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 17",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 17",SO151,"2013-06-17 17:51:14",2077.000,2533.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 17",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 5",SO152,"2012-10-12 10:42:25",1600.000,1952.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 5",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 5",SO152,"2012-10-12 10:42:25",1600.000,1952.000,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 5",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 8",SO153,"2013-04-10 11:38:27",1857.000,2265.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 8",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 8",SO153,"2013-04-10 11:38:27",1857.000,2265.540,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 8",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 8",SO153,"2013-04-10 11:38:27",1857.000,2265.540,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 8",32,"uno Visitador"
Alufren,"Pedido de Cliente 8",SO153,"2013-04-10 11:38:27",1857.000,2265.540,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 8",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 14",SO154,"2012-09-12 15:15:48",897.000,1094.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 14",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 5",SO156,"2013-05-28 16:53:29",360.000,439.200,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 5",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 5",SO156,"2013-05-28 16:53:29",360.000,439.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 5",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 4",SO157,"2013-07-04 20:25:37",960.000,1171.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 4",32,"uno Visitador"
Alufren,"Pedido de Cliente 4",SO157,"2013-07-04 20:25:37",960.000,1171.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 4",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 4",SO157,"2013-07-04 20:25:37",960.000,1171.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 4",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 3",SO158,"2012-09-20 13:15:17",2774.000,3384.280,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 3",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 3",SO158,"2012-09-20 13:15:17",2774.000,3384.280,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 3",SO158,"2012-09-20 13:15:17",2774.000,3384.280,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 3",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 3",SO158,"2012-09-20 13:15:17",2774.000,3384.280,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 3",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 3",SO158,"2012-09-20 13:15:17",2774.000,3384.280,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 3",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 14",SO159,"2012-12-13 18:16:25",1077.000,1313.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 14",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 14",SO159,"2012-12-13 18:16:25",1077.000,1313.940,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 14",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 13",SO160,"2012-10-03 12:08:49",1180.000,1439.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 13",32,"uno Visitador"
Ebroset,"Pedido de Cliente 13",SO160,"2012-10-03 12:08:49",1180.000,1439.600,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 13",32,"uno Visitador"
Ebroset,"Pedido de Cliente 13",SO161,"2012-12-08 11:39:46",180.000,219.600,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 13",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 12",SO162,"2012-10-30 12:40:05",2500.000,3050.000,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 12",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 12",SO162,"2012-10-30 12:40:05",2500.000,3050.000,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 12",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 7",SO163,"2012-08-14 11:14:36",180.000,219.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 7",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 11",SO164,"2012-10-14 17:03:38",1500.000,1830.000,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 11",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 9",SO165,"2013-02-19 14:57:59",3540.000,4318.800,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 9",32,"uno Visitador"
Contractubex,"Pedido de Cliente 9",SO165,"2013-02-19 14:57:59",3540.000,4318.800,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 9",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 9",SO165,"2013-02-19 14:57:59",3540.000,4318.800,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 9",32,"uno Visitador"
Alufren,"Pedido de Cliente 9",SO165,"2013-02-19 14:57:59",3540.000,4318.800,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 9",32,"uno Visitador"
Alufren,"Pedido de Cliente 9",SO165,"2013-02-19 14:57:59",3540.000,4318.800,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 9",32,"uno Visitador"
Ebroset,"Pedido de Cliente 5",SO166,"2013-03-17 21:55:39",5528.000,6744.160,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 5",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 5",SO166,"2013-03-17 21:55:39",5528.000,6744.160,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 5",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 5",SO166,"2013-03-17 21:55:39",5528.000,6744.160,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 5",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 5",SO166,"2013-03-17 21:55:39",5528.000,6744.160,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 5",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 5",SO166,"2013-03-17 21:55:39",5528.000,6744.160,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 5",32,"uno Visitador"
Alufren,"Pedido de Cliente 5",SO168,"2013-06-06 18:50:36",540.000,658.800,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 5",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 5",SO168,"2013-06-06 18:50:36",540.000,658.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 5",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 5",SO168,"2013-06-06 18:50:36",540.000,658.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 5",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 16",SO169,"2013-03-25 17:24:27",1414.000,1725.080,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 16",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 16",SO169,"2013-03-25 17:24:27",1414.000,1725.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 16",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 18",SO170,"2012-11-03 15:55:49",2751.000,3356.220,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 18",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 18",SO170,"2012-11-03 15:55:49",2751.000,3356.220,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 18",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 18",SO170,"2012-11-03 15:55:49",2751.000,3356.220,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 18",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 18",SO170,"2012-11-03 15:55:49",2751.000,3356.220,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 18",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 18",SO170,"2012-11-03 15:55:49",2751.000,3356.220,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 18",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 7",SO171,"2013-04-09 20:26:32",1497.000,1826.340,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 7",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 7",SO171,"2013-04-09 20:26:32",1497.000,1826.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 7",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO172,"2012-09-13 18:41:13",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 13",SO173,"2012-08-13 17:15:54",1180.000,1439.600,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 13",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 13",SO173,"2012-08-13 17:15:54",1180.000,1439.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 13",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 15",SO174,"2013-07-27 12:21:04",1360.000,1659.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 15",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 15",SO174,"2013-07-27 12:21:04",1360.000,1659.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 15",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 15",SO174,"2013-07-27 12:21:04",1360.000,1659.200,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 15",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 16",SO175,"2013-05-07 17:34:18",220.000,268.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 16",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 2",SO176,"2013-05-18 15:19:35",400.000,488.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 2",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 2",SO176,"2013-05-18 15:19:35",400.000,488.000,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 2",32,"uno Visitador"
